"","CustomerId","Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited","CreditScoreBins","AgeBins","TenureFactor"
"788","15694366","Hou",714,"Germany","Male",42,"2",177640.09,1,"No","active",47166.55,"retained","(710,720]","(40,45]","2"
"789","15600739","Galkin",562,"Spain","Female",35,"0",0,2,"Yes","inactive",119899.52,"retained","(560,570]","(30,35]","0"
"790","15653253","Pagnotto",704,"Spain","Male",48,"8",167997.6,1,"Yes","active",173498.45,"retained","(700,710]","(45,50]","8"
"791","15763431","Echezonachukwu",698,"France","Male",36,"2",82275.35,2,"Yes","active",93249.26,"retained","(690,700]","(35,40]","2"
"792","15643696","Young",611,"France","Male",49,"3",0,2,"Yes","active",142917.54,"retained","(610,620]","(45,50]","3"
"793","15707473","Summers",850,"Germany","Female",48,"6",111962.99,1,"Yes","inactive",111755.8,"retained","(840,850]","(45,50]","6"
"794","15769504","Munro",743,"Germany","Female",34,"1",131736.88,1,"Yes","active",108543.21,"retained","(740,750]","(30,35]","1"
"795","15776807","Brennan",654,"France","Male",29,"1",0,1,"Yes","inactive",180345.44,"retained","(650,660]","(25,30]","1"
"796","15686870","Ball",761,"Germany","Male",36,"8",108239.11,2,"No","inactive",99444.02,"retained","(760,770]","(35,40]","8"
"797","15668747","Virgo",702,"France","Female",46,"9",98444.19,1,"No","active",109563.28,"retained","(700,710]","(45,50]","9"
"798","15766908","Trevisani",488,"Germany","Male",32,"3",114540.38,1,"Yes","inactive",92568.07,"retained","(480,490]","(30,35]","3"
"799","15570134","Padovano",683,"France","Female",35,"6",187530.66,2,"Yes","active",37976.36,"retained","(680,690]","(30,35]","6"
"800","15567367","Tao",601,"Germany","Female",42,"9",133636.16,1,"No","active",103315.74,"retained","(600,610]","(40,45]","9"
"801","15747542","Perez",605,"France","Male",52,"7",0,2,"Yes","active",173952.5,"retained","(600,610]","(50,55]","7"
"802","15762238","Fraser",671,"Germany","Female",44,"0",84745.03,2,"No","active",34673.98,"retained","(670,680]","(40,45]","0"
"803","15681554","Alley",614,"Germany","Female",31,"7",120599.38,2,"Yes","active",46163.44,"retained","(610,620]","(30,35]","7"
"804","15712825","Howells",511,"Spain","Female",29,"9",0,2,"No","active",140676.98,"retained","(510,520]","(25,30]","9"
"805","15640280","Cameron",850,"France","Male",39,"4",127771.35,2,"No","active",151738.54,"retained","(840,850]","(35,40]","4"
"806","15756026","Hooper",790,"Spain","Female",46,"9",0,1,"No","inactive",14679.81,"exited","(780,790]","(45,50]","9"
"807","15613319","Rice",793,"France","Female",33,"0",0,1,"No","inactive",175544.02,"retained","(790,800]","(30,35]","0"
"808","15798906","Cox",628,"France","Male",69,"5",0,2,"Yes","active",181964.6,"retained","(620,630]","(65,70]","5"
"809","15708917","Martin",598,"Germany","Male",53,"10",167772.96,1,"Yes","active",136886.86,"retained","(590,600]","(50,55]","10"
"810","15778463","Ikenna",657,"France","Female",37,"6",95845.6,1,"Yes","inactive",122218.23,"retained","(650,660]","(35,40]","6"
"811","15699430","Davide",618,"France","Female",35,"10",0,2,"Yes","inactive",180439.75,"retained","(610,620]","(30,35]","10"
"812","15649992","Alexander",681,"Spain","Male",65,"7",134714.7,2,"No","active",190419.81,"retained","(680,690]","(60,65]","7"
"813","15578980","Piazza",516,"Spain","Female",33,"3",0,2,"Yes","active",58685.59,"retained","(510,520]","(30,35]","3"
"814","15775306","Ni",421,"Germany","Male",28,"8",122384.22,3,"Yes","active",89017.38,"exited","(420,430]","(25,30]","8"
"815","15641655","Black",700,"France","Female",26,"2",0,2,"No","inactive",50051.42,"retained","(690,700]","(25,30]","2"
"816","15619708","Harker",745,"France","Male",25,"5",157993.15,2,"Yes","inactive",146041.45,"retained","(740,750]","(17,25]","5"
"817","15734565","Hughes",696,"France","Male",29,"8",0,2,"Yes","inactive",191166.09,"retained","(690,700]","(25,30]","8"
"818","15806438","Chiabuotu",580,"Germany","Female",42,"2",123331.36,1,"No","inactive",103516.08,"exited","(570,580]","(40,45]","2"
"819","15591969","Kuo",497,"Spain","Male",27,"9",75263.16,1,"Yes","active",164825.04,"retained","(490,500]","(25,30]","9"
"820","15747807","Gallagher",720,"France","Female",43,"6",137824.03,2,"Yes","inactive",172557.77,"retained","(710,720]","(40,45]","6"
"821","15596939","Calabresi",659,"Germany","Male",36,"4",132578.92,2,"Yes","inactive",84320.94,"retained","(650,660]","(35,40]","4"
"822","15716155","Shaw",841,"France","Female",36,"5",156021.31,1,"No","inactive",122662.98,"retained","(840,850]","(35,40]","5"
"823","15765311","Zhirov",642,"Spain","Male",34,"8",0,1,"Yes","inactive",72085.1,"retained","(640,650]","(30,35]","8"
"824","15757811","Lloyd",732,"Spain","Female",69,"9",137453.43,1,"No","active",110932.24,"exited","(730,740]","(65,70]","9"
"825","15603830","Palmer",600,"Spain","Male",36,"4",0,2,"Yes","inactive",143635.36,"retained","(590,600]","(35,40]","4"
"826","15660602","Ch'eng",464,"Germany","Male",33,"8",164284.72,2,"Yes","active",3710.34,"retained","(460,470]","(30,35]","8"
"827","15660535","Avent",680,"France","Female",47,"5",0,2,"Yes","active",179843.33,"retained","(670,680]","(45,50]","5"
"828","15666633","Huang",758,"Spain","Male",56,"1",0,2,"Yes","active",10643.38,"retained","(750,760]","(55,60]","1"
"829","15596914","Shaw",630,"Germany","Female",31,"2",112373.49,2,"Yes","active",131167.98,"retained","(620,630]","(30,35]","2"
"830","15639788","Yuan",577,"France","Female",39,"10",0,2,"Yes","inactive",10553.31,"retained","(570,580]","(35,40]","10"
"831","15695846","Hawkins",684,"France","Female",34,"6",0,2,"Yes","active",130928.22,"retained","(680,690]","(30,35]","6"
"832","15726234","Trentini",708,"Spain","Female",41,"5",0,1,"No","active",157003.99,"retained","(700,710]","(40,45]","5"
"833","15797964","Cameron",732,"Germany","Female",29,"1",154333.82,1,"Yes","active",138527.56,"retained","(730,740]","(25,30]","1"
"834","15625881","Koehler",634,"Germany","Male",37,"3",111432.77,2,"Yes","active",167032.49,"retained","(630,640]","(35,40]","3"
"835","15780628","Wu",633,"France","Female",30,"6",0,2,"No","inactive",41642.29,"retained","(630,640]","(25,30]","6"
"836","15575883","Manna",559,"France","Male",34,"2",137390.11,2,"Yes","inactive",9677,"retained","(550,560]","(30,35]","2"
"837","15585036","Okoli",694,"Spain","Female",37,"3",0,2,"Yes","active",147012.22,"retained","(690,700]","(35,40]","3"
"838","15589488","Ch'eng",686,"Germany","Female",56,"5",111642.08,1,"Yes","active",80553.87,"retained","(680,690]","(55,60]","5"
"839","15585888","Nwokezuike",553,"Spain","Female",48,"3",0,1,"No","active",30730.95,"exited","(550,560]","(45,50]","3"
"840","15727915","Artemiev",507,"France","Male",36,"4",83543.37,1,"No","inactive",140134.43,"retained","(500,510]","(35,40]","4"
"841","15707567","Esposito",732,"Germany","Male",50,"6",145338.76,1,"No","inactive",91936.1,"exited","(730,740]","(45,50]","6"
"842","15737792","Abbie",818,"France","Female",31,"1",186796.37,1,"No","inactive",178252.63,"retained","(810,820]","(30,35]","1"
"843","15599433","Fanucci",660,"Germany","Male",35,"8",58641.43,1,"No","active",198674.08,"retained","(650,660]","(30,35]","8"
"844","15672012","Jen",773,"Spain","Female",41,"5",0,1,"Yes","inactive",28266.9,"exited","(770,780]","(40,45]","5"
"845","15806983","Moss",640,"France","Male",44,"3",137148.68,1,"Yes","inactive",92381.01,"retained","(630,640]","(40,45]","3"
"846","15592222","Lo",505,"France","Male",49,"7",80001.23,1,"No","inactive",135180.11,"retained","(500,510]","(45,50]","7"
"847","15608968","Averyanov",714,"Germany","Male",21,"6",86402.52,2,"No","inactive",27330.59,"retained","(710,720]","(17,25]","6"
"848","15586959","Unaipon",468,"France","Female",42,"5",0,2,"Yes","inactive",125305.34,"retained","(460,470]","(40,45]","5"
"849","15646558","Clamp",611,"Spain","Male",51,"1",122874.74,1,"Yes","active",149648.45,"retained","(610,620]","(50,55]","1"
"850","15725811","Lim",705,"France","Male",25,"0",97544.29,1,"No","active",59887.15,"retained","(700,710]","(17,25]","0"
"851","15572265","Wu",646,"Germany","Male",46,"1",170826.55,2,"Yes","inactive",45041.32,"retained","(640,650]","(45,50]","1"
"852","15794048","Wan",667,"Germany","Female",48,"1",97133.92,2,"No","inactive",113316.77,"exited","(660,670]","(45,50]","1"
"853","15677610","Chambers",511,"Germany","Female",41,"8",153895.65,1,"Yes","active",39087.42,"retained","(510,520]","(40,45]","8"
"854","15745012","Pettit",653,"France","Female",43,"6",0,2,"Yes","active",7330.59,"retained","(650,660]","(40,45]","6"
"855","15601589","Baresi",675,"France","Female",57,"8",0,2,"No","active",95463.29,"retained","(670,680]","(55,60]","8"
"856","15686436","Newbery",523,"Spain","Male",32,"4",0,2,"Yes","inactive",167848.02,"retained","(520,530]","(30,35]","4"
"857","15693864","Iheanacho",567,"Germany","Female",49,"5",134956.02,1,"Yes","inactive",93953.84,"exited","(560,570]","(45,50]","5"
"858","15760550","Duncan",741,"Spain","Male",39,"7",143637.58,2,"No","active",174227.66,"retained","(740,750]","(35,40]","7"
"859","15686137","Barry",456,"Spain","Male",32,"9",147506.25,1,"Yes","active",135399.21,"retained","(450,460]","(30,35]","9"
"860","15809087","Landry",598,"France","Male",64,"1",0,2,"Yes","inactive",195635.3,"exited","(590,600]","(60,65]","1"
"861","15807663","McGregor",667,"France","Male",43,"8",190227.46,1,"Yes","inactive",97508.04,"exited","(660,670]","(40,45]","8"
"862","15809100","Nucci",548,"France","Female",32,"2",172448.77,1,"Yes","inactive",188083.77,"exited","(540,550]","(30,35]","2"
"863","15794916","Pirogov",725,"France","Male",41,"7",113980.21,1,"Yes","active",116704.25,"retained","(720,730]","(40,45]","7"
"864","15614215","Oguejiofor",717,"France","Male",53,"6",0,2,"No","active",97614.87,"retained","(710,720]","(50,55]","6"
"865","15805449","Ugochukwu",594,"France","Male",38,"4",0,2,"No","inactive",186884.04,"retained","(590,600]","(35,40]","4"
"866","15686983","Rohu",678,"Germany","Female",25,"10",76968.12,2,"No","active",131501.72,"retained","(670,680]","(17,25]","10"
"867","15808017","Cary",545,"France","Male",38,"1",88293.13,2,"Yes","active",24302.95,"retained","(540,550]","(35,40]","1"
"868","15756804","O'Loghlen",636,"France","Female",48,"1",170833.46,1,"Yes","inactive",110510.28,"exited","(630,640]","(45,50]","1"
"869","15646810","Quinn",603,"Germany","Male",44,"6",108122.39,2,"Yes","inactive",108488.33,"exited","(600,610]","(40,45]","6"
"870","15710424","Page",435,"France","Male",36,"4",0,1,"Yes","active",197015.2,"retained","(430,440]","(35,40]","4"
"871","15799422","Evans",535,"France","Female",40,"8",0,1,"Yes","active",27689.77,"retained","(530,540]","(35,40]","8"
"872","15692750","McGregor",629,"Germany","Female",45,"7",129818.39,3,"Yes","inactive",9217.55,"exited","(620,630]","(40,45]","7"
"873","15794549","Andrews",722,"France","Female",35,"2",163943.89,2,"Yes","active",15068.18,"retained","(720,730]","(30,35]","2"
"874","15803764","Stanley",561,"France","Male",28,"7",0,2,"Yes","inactive",7797.01,"retained","(560,570]","(25,30]","7"
"875","15674840","Chiazagomekpere",645,"France","Female",38,"5",101430.3,2,"No","active",4400.32,"retained","(640,650]","(35,40]","5"
"876","15653762","Chidiebele",501,"France","Female",39,"9",117301.66,1,"No","inactive",182025.95,"retained","(500,510]","(35,40]","9"
"877","15581229","Gregory",502,"Germany","Female",32,"1",173340.83,1,"No","active",122763.95,"retained","(500,510]","(30,35]","1"
"878","15800228","Bednall",652,"Spain","Female",42,"4",0,2,"Yes","active",38152.01,"retained","(650,660]","(40,45]","4"
"879","15656333","Jen",574,"France","Female",33,"3",134348.57,1,"Yes","inactive",63163.99,"retained","(570,580]","(30,35]","3"
"880","15697497","She",518,"France","Female",45,"9",105525.65,2,"Yes","active",73418.29,"retained","(510,520]","(40,45]","9"
"881","15585362","Simmons",749,"France","Female",60,"6",0,1,"Yes","inactive",17978.68,"exited","(740,750]","(55,60]","6"
"882","15571928","Fraser",679,"France","Female",43,"4",0,3,"Yes","inactive",115136.51,"exited","(670,680]","(40,45]","4"
"883","15785519","May",565,"France","Male",36,"6",106192.1,1,"Yes","inactive",149575.59,"retained","(560,570]","(35,40]","6"
"884","15743007","Seabrook",643,"France","Female",45,"4",45144.43,1,"Yes","inactive",60917.24,"exited","(640,650]","(40,45]","4"
"885","15777211","Herrera",515,"France","Male",65,"7",92113.61,1,"Yes","active",142548.33,"retained","(510,520]","(60,65]","7"
"886","15721935","Kincaid",521,"France","Male",25,"7",0,2,"Yes","active",157878.67,"retained","(520,530]","(17,25]","7"
"887","15591711","Sleeman",739,"Spain","Male",38,"0",128366.44,1,"Yes","inactive",12796.43,"retained","(730,740]","(35,40]","0"
"888","15625021","Hung",585,"France","Male",42,"2",0,2,"Yes","active",18657.77,"retained","(580,590]","(40,45]","2"
"889","15702968","Artemieva",733,"Germany","Male",74,"3",106545.53,1,"Yes","active",134589.58,"retained","(730,740]","(70,75]","3"
"890","15600462","Barwell",542,"France","Female",43,"8",145618.37,1,"No","active",10350.74,"retained","(540,550]","(40,45]","8"
"891","15768104","Wright",788,"Spain","Male",37,"8",141541.25,1,"No","inactive",66013.27,"retained","(780,790]","(35,40]","8"
"892","15780140","Bellucci",435,"Germany","Male",32,"2",57017.06,2,"Yes","active",5907.11,"retained","(430,440]","(30,35]","2"
"893","15585255","Moore",577,"France","Male",42,"9",0,1,"Yes","inactive",74077.91,"retained","(570,580]","(40,45]","9"
"894","15772781","Ball",703,"France","Female",51,"3",0,3,"Yes","active",77294.56,"exited","(700,710]","(50,55]","3"
"895","15669987","Sung",728,"Germany","Female",35,"8",125884.95,2,"Yes","inactive",54359.02,"exited","(720,730]","(30,35]","8"
"896","15697000","Mello",728,"Germany","Male",32,"5",61825.5,1,"Yes","active",156124.93,"retained","(720,730]","(30,35]","5"
"897","15733119","Mistry",718,"France","Male",35,"8",0,2,"Yes","inactive",94820.85,"retained","(710,720]","(30,35]","8"
"898","15782390","T'ien",621,"France","Female",40,"6",0,1,"Yes","inactive",155155.25,"retained","(620,630]","(35,40]","6"
"899","15654700","Fallaci",523,"France","Female",40,"2",102967.41,1,"Yes","inactive",128702.1,"exited","(520,530]","(35,40]","2"
"900","15632210","Hill",657,"Germany","Male",25,"2",171770.55,1,"Yes","inactive",22745.5,"retained","(650,660]","(17,25]","2"
"901","15642041","Burns",727,"Germany","Male",40,"1",93051.64,2,"Yes","inactive",71865.31,"exited","(720,730]","(35,40]","1"
"902","15709737","Hunter",643,"France","Male",36,"7",161064.64,2,"No","active",84294.82,"retained","(640,650]","(35,40]","7"
"903","15792388","Li",645,"France","Female",48,"7",90612.34,1,"Yes","active",149139.13,"retained","(640,650]","(45,50]","7"
"904","15786014","Ku",568,"France","Male",28,"5",145105.64,2,"Yes","inactive",185489.11,"retained","(560,570]","(25,30]","5"
"905","15794580","Ch'en",599,"France","Male",58,"4",0,1,"No","inactive",176407.15,"exited","(590,600]","(55,60]","4"
"906","15675964","Chukwukadibia",672,"France","Female",45,"9",0,1,"Yes","active",92027.69,"exited","(670,680]","(40,45]","9"
"907","15814275","Zikoranachidimma",685,"France","Male",33,"6",174912.72,1,"Yes","active",43932.54,"retained","(680,690]","(30,35]","6"
"908","15724848","Oluchukwu",516,"France","Female",46,"1",104947.72,1,"Yes","inactive",115789.25,"exited","(510,520]","(45,50]","1"
"909","15754713","Rivera",685,"Spain","Male",31,"10",135213.71,1,"Yes","active",125777.28,"retained","(680,690]","(30,35]","10"
"910","15693814","Niu",806,"Spain","Male",25,"7",0,2,"Yes","inactive",18461.9,"retained","(800,810]","(17,25]","7"
"911","15599660","Bennett",604,"France","Male",36,"6",116229.85,2,"Yes","active",79633.38,"retained","(600,610]","(35,40]","6"
"912","15746490","Wollstonecraft",648,"Spain","Female",53,"6",111201.41,1,"Yes","active",121542.29,"retained","(640,650]","(50,55]","6"
"913","15566091","Thomsen",545,"Spain","Female",32,"4",0,1,"Yes","inactive",94739.2,"retained","(540,550]","(30,35]","4"
"914","15655961","Palermo",756,"Germany","Male",27,"1",131899,1,"Yes","inactive",93302.29,"retained","(750,760]","(25,30]","1"
"915","15710404","Chinwendu",569,"France","Male",35,"10",124525.52,1,"Yes","active",193793.78,"retained","(560,570]","(30,35]","10"
"916","15775625","McKenzie",596,"France","Male",47,"6",0,1,"Yes","inactive",74835.65,"retained","(590,600]","(45,50]","6"
"917","15792328","James",475,"France","Male",39,"6",0,1,"Yes","active",56999.9,"exited","(470,480]","(35,40]","6"
"918","15719856","Lamb",646,"France","Female",45,"3",47134.75,1,"Yes","active",57236.44,"retained","(640,650]","(40,45]","3"
"919","15593773","Olejuru",784,"Spain","Male",35,"3",0,2,"No","inactive",81483.64,"retained","(780,790]","(30,35]","3"
"920","15733114","Hay",552,"Spain","Male",45,"9",0,2,"Yes","inactive",26752.56,"retained","(550,560]","(40,45]","9"
"921","15797748","Lu",729,"France","Male",44,"5",0,2,"No","active",9200.54,"retained","(720,730]","(40,45]","5"
"922","15743411","Chiawuotu",609,"Spain","Male",61,"1",0,1,"Yes","inactive",22447.85,"exited","(600,610]","(60,65]","1"
"923","15753337","Yeates",555,"France","Male",51,"5",0,3,"Yes","inactive",189122.89,"exited","(550,560]","(50,55]","5"
"924","15601026","Gallagher",572,"Germany","Female",19,"1",138657.08,1,"Yes","active",16161.82,"retained","(570,580]","(17,25]","1"
"925","15658485","Heath",785,"France","Female",34,"9",70302.48,1,"Yes","active",68600.36,"retained","(780,790]","(30,35]","9"
"926","15636731","Ts'ai",714,"Germany","Female",36,"1",101609.01,2,"Yes","active",447.73,"retained","(710,720]","(35,40]","1"
"927","15628303","Thurgood",738,"Spain","Male",35,"3",0,1,"Yes","active",15650.73,"retained","(730,740]","(30,35]","3"
"928","15633461","Pai",639,"Germany","Male",38,"5",130170.82,1,"Yes","active",149599.62,"retained","(630,640]","(35,40]","5"
"929","15677135","Lorenzo",520,"Germany","Male",61,"8",133802.29,2,"Yes","active",90304.01,"retained","(510,520]","(60,65]","8"
"930","15590876","Knupp",764,"France","Female",24,"7",106234.02,1,"No","inactive",115676.38,"retained","(760,770]","(17,25]","7"
"931","15790782","Baryshnikov",661,"Spain","Male",39,"6",132628.98,1,"No","inactive",38812.67,"retained","(660,670]","(35,40]","6"
"932","15700476","Azubuike",564,"Germany","Male",41,"9",103522.75,2,"Yes","active",34338.21,"retained","(560,570]","(40,45]","9"
"933","15634141","Shephard",708,"Germany","Female",42,"8",192390.52,2,"Yes","inactive",823.36,"retained","(700,710]","(40,45]","8"
"934","15737795","Scott",512,"Spain","Male",36,"1",0,1,"No","active",135482.26,"exited","(510,520]","(35,40]","1"
"935","15790299","Williamson",592,"Spain","Male",37,"9",0,3,"Yes","active",10656.89,"retained","(590,600]","(35,40]","9"
"936","15675316","Avdeeva",619,"France","Female",38,"3",0,2,"No","active",116467.35,"retained","(610,620]","(35,40]","3"
"937","15613630","Tang",775,"France","Male",52,"8",109922.61,1,"Yes","active",96823.32,"exited","(770,780]","(50,55]","8"
"938","15662100","Hsu",850,"Germany","Female",44,"5",128605.32,1,"No","active",171096.2,"retained","(840,850]","(40,45]","5"
"939","15668032","Buchanan",577,"France","Female",37,"4",0,1,"Yes","active",79881.39,"retained","(570,580]","(35,40]","4"
"940","15599289","Yeh",724,"France","Female",37,"10",68598.56,1,"Yes","inactive",157862.82,"retained","(720,730]","(35,40]","10"
"941","15754084","Palazzi",710,"Spain","Male",35,"1",106518.52,1,"Yes","active",127951.81,"retained","(700,710]","(30,35]","1"
"942","15676521","Y?an",696,"France","Female",31,"8",0,2,"No","inactive",191074.11,"retained","(690,700]","(30,35]","8"
"943","15804586","Lin",376,"France","Female",46,"6",0,1,"Yes","inactive",157333.69,"exited","(370,380]","(45,50]","6"
"944","15781465","Schofield",675,"Germany","Female",29,"8",121326.42,1,"Yes","inactive",133457.52,"retained","(670,680]","(25,30]","8"
"945","15729362","Lombardi",745,"France","Male",36,"8",67226.37,1,"Yes","inactive",130789.6,"retained","(740,750]","(35,40]","8"
"946","15709295","Wall",697,"Spain","Female",25,"5",82931.85,2,"Yes","active",128373.88,"retained","(690,700]","(17,25]","5"
"947","15745324","Milani",599,"Spain","Female",39,"4",0,1,"Yes","inactive",194273.2,"exited","(590,600]","(35,40]","4"
"948","15741336","Ejimofor",715,"France","Female",38,"5",118590.41,1,"Yes","active",5684.17,"exited","(710,720]","(35,40]","5"
"949","15783659","Blackburn",659,"France","Male",67,"4",145981.87,1,"Yes","active",131043.2,"retained","(650,660]","(65,70]","4"
"950","15620981","Wickham",684,"France","Female",48,"3",73309.38,1,"No","inactive",21228.34,"exited","(680,690]","(45,50]","3"
"951","15630328","Bird",635,"France","Female",48,"8",130796.33,2,"Yes","active",43250.3,"retained","(630,640]","(45,50]","8"
"952","15785899","Ch'en",789,"Germany","Male",33,"8",151607.56,1,"Yes","inactive",4389.4,"retained","(780,790]","(30,35]","8"
"953","15606149","Wood",571,"Germany","Female",66,"9",111577.01,1,"No","active",189271.9,"retained","(570,580]","(65,70]","9"
"954","15671139","Brizendine",694,"Spain","Male",39,"0",107042.74,1,"Yes","active",102284.2,"retained","(690,700]","(35,40]","0"
"955","15660429","Ch'in",665,"Spain","Female",42,"2",156371.61,2,"No","active",156774.94,"exited","(660,670]","(40,45]","2"
"956","15571002","Yusupov",706,"France","Female",44,"4",129605.99,1,"No","inactive",69865.49,"retained","(700,710]","(40,45]","4"
"957","15631681","Jibunoh",807,"Spain","Female",43,"0",0,2,"No","active",85523.24,"retained","(800,810]","(40,45]","0"
"958","15731522","Ts'ui",771,"Spain","Female",67,"8",0,2,"Yes","active",51219.8,"retained","(770,780]","(65,70]","8"
"959","15619529","Ndukaku",531,"Spain","Male",27,"8",132576.25,1,"No","inactive",7222.92,"retained","(530,540]","(25,30]","8"
"960","15628034","Wilder",629,"France","Female",37,"6",129101.3,1,"Yes","active",23971.33,"retained","(620,630]","(35,40]","6"
"961","15686164","Maclean",850,"Germany","Female",31,"1",108822.4,1,"Yes","active",132173.31,"retained","(840,850]","(30,35]","1"
"962","15582797","Ch'iu",685,"Spain","Male",35,"4",137948.51,1,"Yes","inactive",113639.64,"retained","(680,690]","(30,35]","4"
"963","15753831","Cox",642,"Spain","Male",32,"7",100433.8,1,"Yes","active",39768.59,"retained","(640,650]","(30,35]","7"
"964","15731815","Nepean",529,"Spain","Male",63,"4",96134.11,3,"Yes","inactive",108732.96,"exited","(520,530]","(60,65]","4"
"965","15580956","McNess",683,"Germany","Female",43,"4",115888.04,1,"Yes","active",117349.19,"exited","(680,690]","(40,45]","4"
"966","15602084","Coles",663,"France","Female",42,"5",124626.07,1,"Yes","active",78004.5,"retained","(660,670]","(40,45]","5"
"967","15589805","Benson",563,"France","Female",34,"6",139810.34,1,"Yes","active",152417.79,"retained","(560,570]","(30,35]","6"
"968","15720893","Gilbert",637,"Spain","Female",34,"9",0,2,"No","inactive",26057.08,"retained","(630,640]","(30,35]","9"
"969","15641009","Wilhelm",544,"France","Male",37,"3",84496.71,1,"No","inactive",79972.09,"retained","(540,550]","(35,40]","3"
"970","15605926","Sinclair",649,"Germany","Male",70,"9",116854.71,2,"No","active",107125.79,"retained","(640,650]","(65,70]","9"
"971","15805955","L?",638,"France","Female",48,"10",138333.03,1,"Yes","active",47679.14,"retained","(630,640]","(45,50]","10"
"972","15801488","Buckner",723,"France","Male",25,"3",0,2,"Yes","active",134509.47,"retained","(720,730]","(17,25]","3"
"973","15605918","Padovesi",635,"Germany","Male",43,"5",78992.75,2,"No","inactive",153265.31,"retained","(630,640]","(40,45]","5"
"974","15779711","Gray",750,"Spain","Female",38,"7",97257.41,2,"No","active",179883.04,"retained","(740,750]","(35,40]","7"
"975","15705620","Lu",730,"France","Male",34,"5",122453.37,2,"Yes","inactive",138882.98,"retained","(720,730]","(30,35]","5"
"976","15685357","Wright",750,"Spain","Female",36,"8",112940.07,1,"No","active",9855.81,"retained","(740,750]","(35,40]","8"
"977","15570060","Palerma",586,"France","Female",43,"8",132558.26,1,"Yes","inactive",67046.83,"exited","(580,590]","(40,45]","8"
"978","15582616","Y?an",520,"France","Female",38,"4",0,2,"Yes","inactive",56388.63,"retained","(510,520]","(35,40]","4"
"979","15799515","Wei",652,"France","Female",48,"8",133297.24,1,"Yes","inactive",77764.37,"retained","(650,660]","(45,50]","8"
"980","15642937","Padovesi",550,"France","Female",46,"7",0,2,"Yes","inactive",130590.35,"retained","(540,550]","(45,50]","7"
"981","15624729","Tsao",594,"France","Male",27,"0",197041.8,1,"No","inactive",151912.49,"retained","(590,600]","(25,30]","0"
"982","15566156","Franklin",749,"Germany","Female",44,"0",71497.79,2,"No","inactive",151083.8,"retained","(740,750]","(40,45]","0"
"983","15792360","Clark",668,"France","Male",32,"7",0,2,"Yes","active",777.37,"retained","(660,670]","(30,35]","7"
"984","15807008","McGregor",614,"Germany","Female",35,"6",128100.28,1,"No","inactive",69454.24,"exited","(610,620]","(30,35]","6"
"985","15704770","Pan",773,"France","Male",25,"1",124532.78,2,"No","active",11723.57,"retained","(770,780]","(17,25]","1"
"986","15756475","Kenniff",551,"Germany","Male",31,"9",82293.82,2,"Yes","active",91565.25,"retained","(550,560]","(30,35]","9"
"987","15655339","Spencer",566,"France","Male",36,"1",142120.91,1,"Yes","inactive",79616.37,"retained","(560,570]","(35,40]","1"
"988","15613749","Lees",569,"Spain","Male",34,"0",151839.26,1,"Yes","inactive",102299.81,"exited","(560,570]","(30,35]","0"
"989","15664521","David",659,"Spain","Male",31,"7",149620.88,2,"Yes","active",104533.51,"retained","(650,660]","(30,35]","7"
"990","15681206","Hsing",722,"France","Female",49,"3",168197.66,1,"Yes","inactive",140765.57,"exited","(720,730]","(45,50]","3"
"991","15745527","Burke",655,"France","Male",37,"5",93147,2,"Yes","inactive",66214.13,"retained","(650,660]","(35,40]","5"
"992","15806926","Watson",615,"France","Female",35,"2",97440.02,2,"Yes","active",139816.1,"retained","(610,620]","(30,35]","2"
"993","15724563","Hawkins",752,"Germany","Female",42,"3",65046.08,2,"No","active",140139.28,"retained","(750,760]","(40,45]","3"
"994","15782899","Ginn",661,"Spain","Female",28,"7",95357.49,1,"No","inactive",102297.15,"retained","(660,670]","(25,30]","7"
"995","15623521","Sozonov",838,"Spain","Male",43,"9",123105.88,2,"Yes","inactive",145765.83,"retained","(830,840]","(40,45]","9"
"996","15810218","Sun",610,"Spain","Male",29,"9",0,3,"No","active",83912.24,"retained","(600,610]","(25,30]","9"
"997","15645621","Hunter",811,"Spain","Male",44,"3",0,2,"No","active",78439.73,"retained","(810,820]","(40,45]","3"
"998","15608114","Manfrin",587,"Spain","Male",62,"7",121286.27,1,"No","active",6776.92,"retained","(580,590]","(60,65]","7"
"999","15659557","Artamonova",811,"Germany","Female",28,"4",167738.82,2,"Yes","active",9903.42,"retained","(810,820]","(25,30]","4"
"1000","15787772","Hansen",759,"France","Female",38,"1",104091.29,1,"No","inactive",91561.91,"retained","(750,760]","(35,40]","1"
"1001","15691111","Pai",648,"Germany","Female",42,"8",121980.56,2,"Yes","inactive",4027.02,"retained","(640,650]","(40,45]","8"
"1002","15592089","Larsen",788,"France","Female",43,"10",0,2,"Yes","active",116111.51,"retained","(780,790]","(40,45]","10"
"1003","15633897","Owen",725,"Germany","Male",39,"1",50880.98,2,"Yes","active",184023.54,"retained","(720,730]","(35,40]","1"
"1004","15701301","Murphy",646,"France","Female",42,"3",175159.9,2,"No","inactive",67124.48,"exited","(640,650]","(40,45]","3"
"1005","15723685","Ekechukwu",601,"Germany","Female",26,"7",105514.69,2,"Yes","inactive",50070.59,"retained","(600,610]","(25,30]","7"
